Paper_ID,Affiliation_ID,Year,Keyword,AffiliationGroup,OriginalAffiliation,Author,NA
8924,1,1992,marine,ES,"UNIV GOTEBORG,DEPT MARINE BOT,CARL SKOTTSBERGS GATA 22,S-41319 GOTHENBURG,SWEDEN.","ABERG, P",489
8925,1,1992,marine,ES,"UNIV GOTEBORG,DEPT MARINE BOT,CARL SKOTTSBERGS GATA 22,S-41319 GOTHENBURG,SWEDEN.","ABERG, P",489
8927,1,1992,eco,ES,"MONASH UNIV,DEPT ECOL & EVOLUT BIOL,CLAYTON,VIC 3168,AUSTRALIA.","WALTER, DE",490
8930,1,1992,bio,ES,"UNIV CALIF BERKELEY, DEPT INTEGRAT BIOL, BERKELEY, CA 94720 USA.","POWER, ME",465
8931,1,1992,marine,ES,"BODEGA BAY MARINE LAB,BOX 247,BODEGA BAY,CA 94923, USA.","STRONG, DR",491
8932,1,1992,zoo,ES,"OREGON STATE UNIV,DEPT ZOOL,CORVALLIS,OR 97331, USA.","MENGE, BA",492
8933,1,1992,eco,ES,"PRINCETON UNIV,DEPT ECOL & EVOLUT BIOL,PRINCETON,NJ 08544, USA.","GRANT, PR",493
8941,1,1992,eco,ES,"UNIV NEVADA,PROGRAM ECOL EVOLUT & CONSERVAT BIOL,RENO,NV 89557, USA.","SWEITZER, RA",494
8942,1,1992,bio,ES,"VIRGINIA COMMONWEALTH UNIV,DEPT BIOL,RICHMOND,VA 23284, USA.","SMOCK, LA",495
8947,1,1992,natl marine,Remove,"NATL MARINE FISHERIES SERV,SW FISHERIES SCI CTR,POB 271,LA JOLLA,CA 92038, USA.","BARLOW, J",496
8953,1,1992,zoo,ES,"UNIV OXFORD,DEPT ZOOL,S PARKS RD,OXFORD OX1 3PS,ENGLAND.","RAUBENHEIMER, D",497
8955,1,1992,bio,ES,"UTAH STATE UNIV,DEPT BIOL,LOGAN,UT 84322, USA.","EVANS, EW",498
8958,1,1992,ctr etud nord,ES,"UNIV LAVAL,CTR ETUD NORD,ST FOY G1K 7P4,QUEBEC,CANADA.","ARSENEAULT, D",499
8960,1,1992,forest,ES,"MICHIGAN STATE UNIV,DEPT FORESTRY,E LANSING,MI 48824, USA.","HENDRICK, RL",500
8977,1,1992,nat,ES,"NORWEGIAN INST NAT RES,MAMMALIAN ECOL RES GRP,TUNGASLETTA 2,N-7004 TRONDHEIM,NORWAY.","ANDERSEN, R",501
8978,1,1992,bio,ES,"UNIV CALIF SANTA BARBARA,DEPT BIOL SCI,SANTA BARBARA,CA 93106, USA.","SARNELLE, O",357
8980,1,1992,bio,ES,"UNIV YORK,DEPT BIOL,YORK YO1 5DD,N YORKSHIRE,ENGLAND.","LAW, R",239
8981,1,1992,us fish & wildlife,Remove,"UNIV ARKANSAS,DEPT BIOL SCI,US FISH & WILDLIFE SERV,ARKANSAS COOPERAT FISH & WILDLIFE RES UNIT,FAYETTEVILLE,AR 72701, USA.","MARTIN, TE",502
8984,1,1992,bio,ES,"UNIV NEVADA,DEPT BIOL,RENO,NV 89557, USA.","VANDERWALL, SB",345
8985,1,1992,bio,ES,"QUEENS UNIV,DEPT BIOL,KINGSTON K7L 3N6,ONTARIO,CANADA.","VASILIAUSKAS, SA",503
8992,1,1992,bio,ES,"UNIV PUERTO RICO,DEPT BIOL,RIO PIEDRAS,PR 00931, USA.","WALKER, LR",504
8993,1,1992,ent,ES,"WASHINGTON STATE UNIV,DEPT ENTOMOL,PULLMAN,WA 99164, USA.","BERRYMAN, AA",505
8996,1,1992,bio,ES,"UNIV MICHIGAN,DEPT BIOL,ANN ARBOR,MI 48109, USA.","SKELLY, DK",506
9000,1,1992,agr,ES,"CTR AGROBIOL RES,POB 14,6700 AA WAGENINGEN,NETHERLANDS.","BERENDSE, F",507
9008,1,1992,bio,ES,"UNIV MISSOURI,DEPT BIOL,ST LOUIS,MO 63121, USA.","MARQUIS, RJ",508
9010,1,1992,bio,ES,"SYRACUSE UNIV,BIOL RES LABS,SYRACUSE,NY 13244, USA.","MCNAUGHTON, SJ",509
9011,1,1992,bio,ES,"SIMON FRASER UNIV,DEPT BIOL SCI,CTR PEST MANAGEMENT,BURNABY V5A 1S6,BC,CANADA.","SEQUEIRA, R",510
9016,1,1992,eco,ES,"INST ECOL LIMNOL,POB 65,S-22100 LUND,SWEDEN.","HANSSON, LA",511
9020,1,1992,bio,ES,"REED COLL,DEPT BIOL,PORTLAND,OR 97202, USA.","KAPLAN, RH",512
9021,1,1992,forest,ES,"SO FOREST EXPT STN,2500 SHREVEPORT HIGHWAY,PINEVILLE,LA 71360, USA.","TURCHIN, P",186
9025,1,1992,zoo,ES,"UNIV LAUSANNE,INST ZOOL & ECOL ANIM,CH-1015 LAUSANNE,SWITZERLAND.","RICHNER, H",513
9029,1,1992,bot,ES,"UNIV GUELPH,DEPT BOT,GUELPH N1G 2W1,ONTARIO,CANADA.","READER, RJ",514
9032,1,1991,nasa,Remove,"NASA,DIV EARTH SCI & APPLICAT,WASHINGTON,DC 20546, USA.","WICKLAND, DE",515
9034,1,1991,zoo,ES,"UNIV FLORIDA,DEPT ZOOL,GAINESVILLE,FL 32611, USA.","FEINSINGER, P",516
9037,1,1991,bio,ES,"MCGILL UNIV,DEPT BIOL,MONTREAL H3A 1B1,QUEBEC,CANADA.","POTVIN, C",163
9041,1,1991,range,ES,"COLORADO STATE UNIV,DEPT RANGE SCI,FT COLLINS,CO 80521, USA.","MCLENDON, T",517
9045,1,1991,bot,ES,"MARIE SELBY BOT GARDENS,811 S PALM AVE,SARASOTA,FL 34236, USA.","NADKARNI, NM",518
9046,1,1991,bio,ES,"GEORGE MASON UNIV,DEPT BIOL,4400 UNIV DR,FAIRFAX,VA 22030, USA.","WALBRIDGE, MR",519
9047,1,1991,bio,ES,"MAHARISHI INT UNIV,DEPT BIOL,FAIRFIELD,IA 52556, USA.","JAMES, SW",520
9062,1,1991,zoo,ES,"UNIV BRITISH COLUMBIA,DEPT ZOOL,ECOL GRP,VANCOUVER V6T 2A9,BC,CANADA.","REPASKY, RR",521
9063,1,1991,eco,ES,"RICE UNIV,DEPT ECOL & EVOLUT BIOL,HOUSTON,TX 77251, USA.","HALL, RBW",522
9065,1,1991,marine,ES,"MARINE BIOL LAB,CTR ECOSYST,WOODS HOLE,MA 02543, USA.","FRY, B",523
9068,1,1991,bio,ES,"NO ARIZONA UNIV,DEPT BIOL SCI,FLAGSTAFF,AZ 86011, USA.","SIEMENS, DH",524
9069,1,1991,ent,ES,"UNIV MARYLAND,DEPT ENTOMOL,COLLEGE PK,MD 20742, USA.","BARBOSA, P",525
9070,1,1991,ent,ES,"UNIV CALIF RIVERSIDE, DEPT ENTOMOL, RIVERSIDE, CA 92521 USA.","HARE, JD",526
9073,1,1991,bio,ES,"UNIV N DAKOTA,DEPT BIOL,GRAND FORKS,ND 58202, USA.","AUERBACH, M",527
9077,1,1991,smithsonian,Remove,"SMITHSONIAN TROP RES INST,APARTADO 2072,BALBOA,PANAMA.","WRIGHT, SJ",528
9082,1,1991,zoo,ES,"UNIV HELSINKI,DEPT ZOOL,P RAUTATIEKATU 13,SF-00100 HELSINKI 10,FINLAND.","PELTONEN, A",529
9083,1,1991,bio,ES,"UNIV MICHIGAN,DEPT BIOL,ANN ARBOR,MI 48109, USA.","WERNER, EE",391
9084,1,1991,bio,ES,"CLEMSON UNIV,DEPT BIOL SCI,CLEMSON,SC 29634, USA.","TONKYN, DW",530
9087,1,1991,eco,ES,"UNIV LUND,DEPT ECOL ANIM ECOL,S-22362 LUND,SWEDEN.","NILSSON, JA",451
9088,1,1991,zoo,ES,"UNIV BRITISH COLUMBIA,DEPT ZOOL,ECOL GRP,VANCOUVER V6T 2A9,BC,CANADA.","SCHLUTER, D",431
9089,1,1991,fish,ES,"COLORADO STATE UNIV,DEPT FISHERY & WILDLIFE BIOL,FT COLLINS,CO 80523, USA.","FOWLER, AC",531
9092,1,1991,life,ES,"UNIV TORONTO,SCARBOROUGH COLL,DIV LIFE SCI,SCARBOROUGH M1C 1A4,ONTARIO,CANADA.","FELTMATE, BW",532
9099,1,1991,natl marine,Remove,"NATL MARINE FISHERIES SERV,SW FISHERIES SCI CTR,POB 271,LA JOLLA,CA 92038, USA.","GERRODETTE, T",533
9100,1,1991,zoo,ES,"UNIV OXFORD,DEPT ZOOL,NERC,BEHAV ECOL UNIT,OXFORD OX1 3PS,ENGLAND.","BYRD, JW",534
9102,1,1991,NoMatch,Unmatched,"UNIV N DAKOTA,GRAND FORKS,ND 58202, USA.","LIEBERMAN, M",535
9104,1,1991,zoo,ES,"UNIV TORONTO,DEPT ZOOL,TORONTO M5S 1A1,ONTARIO,CANADA.","GROSS, MR",536
9107,1,1991,bio,ES,"VIRGINIA POLYTECH INST & STATE UNIV,DEPT BIOL,ECOL SECT,BLACKSBURG,VA 24061, USA.","ANDREWS, RM",537
9111,1,1991,min,ES,"UNIV MINNESOTA,DEPT ECOL EVOLUT & BEHAV,318 CHURCH ST SE,MINNEAPOLIS,MN 55455, USA.","ABRAMS, PA",207
9112,1,1991,forest,ES,"SO FOREST EXPT STN,2500 SHREVEPORT HIGHWAY,PINEVILLE,LA 71360, USA.","TURCHIN, P",186
9114,1,1991,anim,ES,"UMEA UNIV,DEPT ANIM ECOL,S-90187 UMEA,SWEDEN.","LEONARDSSON, K",538
9115,1,1991,marine,ES,"UNIV N CAROLINA,INST MARINE SCI,MOREHEAD CITY,NC 28557, USA.","DUFFY, JE",539
9116,1,1991,natl lab,Remove,"OAK RIDGE NATL LAB,DIV ENVIRONM SCI,POB 2008,BLDG 1504,OAK RIDGE,TN 37831, USA.","STEINMAN, AD",540
9119,1,1991,zoo,ES,"UNIV UPPSALA, DEPT ZOOL, S-75122 UPPSALA, SWEDEN.","MOLLER, AP",541
9120,1,1991,agr,ES,"SWEDISH UNIV AGR SCI,DEPT WILDLIFE ECOL,S-90183 UMEA,SWEDEN.","DANELL, K",542
9121,1,1991,eco,ES,"UNIV KANSAS,DEPT SYSTEMAT & ECOL,LAWRENCE,KS 66045, USA.","FOSTER, J",543
9125,1,1991,zoo,ES,"ARIZONA STATE UNIV,DEPT ZOOL,TEMPE,AZ 85287, USA.","JOHNSON, RA",544
9128,1,1991,ent,ES,"MICHIGAN STATE UNIV,DEPT ENTOMOL,E LANSING,MI 48824, USA.","NITAO, JK",545
9129,1,1991,bio,ES,"ESTAC BIOL DONANA,E-41013 SEVILLE,SPAIN.","HERRERA, CM",334
9137,1,1991,eco,ES,"SUNY STONY BROOK,DEPT ECOL & EVOLUT,STONY BROOK,NY 11794, USA.","WILSON, P",546
9138,1,1991,forest,ES,"YALE UNIV,SCH FORESTRY & ENVIRONM STUDIES,PROGRAM BELOWGROUND ECOL,NEW HAVEN,CT 06511, USA.","PUBLICOVER, DA",547
9139,1,1991,conservat,ES,"DEPT CONSERVAT & LAND MANAGEMENT,DIV RES,50 HAYMAN RD,COMO,WA 6152,AUSTRALIA.","WILLIAMS, MR",270
9140,1,1991,bot,ES,"OKLAHOMA STATE UNIV,DEPT BOT,STILLWATER,OK 74078, USA.","PALMER, MW",548
9141,1,1991,us fish & wildlife,Remove,"US FISH & WILDLIFE SERV,PATUXENT WILDLIFE RES CTR,LAUREL,MD 20708, USA.","LINK, WA",129
9143,1,1991,bio,ES,"PURDUE UNIV,DEPT BIOL SCI,W LAFAYETTE,IN 47907, USA.","WASER, PM",549
9150,1,1991,zoo,ES,"UNIV FLORIDA,DEPT ZOOL,BARTRAM HALL,GAINESVILLE,FL 32611, USA.","TIEBOUT, HM",550
9156,1,1991,bot,ES,"NEW YORK BOT GARDEN,CARY ARBORETUM,INST ECOSYST STUDIES,BOX AB,MILLBROOK,NY 12545, USA.","PACE, ML",551
9163,1,1991,bot,ES,"UNIV CALIF DAVIS,DEPT BOT,DAVIS,CA 95616, USA.","ASHMAN, TL",552
9168,1,1991,min,ES,"UNIV MINNESOTA,DEPT ECOL EVOLUT & BEHAV,318 CHURCH ST SE,MINNEAPOLIS,MN 55455, USA.","TILMAN, D",93
9170,1,1991,bio,ES,"UNIV WISCONSIN,DEPT BIOL SCI,MILWAUKEE,WI 53201, USA.","DESTEVEN, D",553
9171,1,1991,bio,ES,"UNIV WISCONSIN,DEPT BIOL SCI,MILWAUKEE,WI 53201, USA.","DESTEVEN, D",553
9172,1,1991,eco,ES,"UNIV UPPSALA,DEPT ECOL BOT,BOX 559,S-75122 UPPSALA,SWEDEN.","RYDIN, H",554
9175,1,1991,csiro,Remove,"CSIRO,DIV WILDLIFE & ECOL,POB 780,ATHERTON,QLD 4883,AUSTRALIA.","HARRINGTON, GN",555
9177,1,1991,zoo,ES,"UNIV GUELPH,DEPT ZOOL,GUELPH N1G 2W1,ONTARIO,CANADA.","BETHKE, RW",556
9178,1,1991,forest,ES,"PURDUE UNIV,DEPT FORESTRY & NAT RESOURCES,W LAFAYETTE,IN 47907, USA.","DUBOWY, PJ",557
9181,1,1991,eco,ES,"ECOL SOC AMER, PUBL AFFAIRS OFF, 9650 ROCKVILLE PIKE, SUITE 2503, BETHESDA, MD 20814 USA.","LUBCHENCO, J",558
9185,1,1991,zoo,ES,"UNIV OKLAHOMA,DEPT ZOOL,NORMAN,OK 73019, USA.","GOTELLI, NJ",140
9187,1,1991,bio,ES,"COLORADO STATE UNIV, DEPT BIOL, FT COLLINS, CO 80523 USA.","WIENS, JA",559
9192,1,1991,bio,ES,"NO ARIZONA UNIV,DEPT BIOL SCI,FLAGSTAFF,AZ 86011, USA.","CHRISTENSEN, KM",396
9198,1,1991,smithsonian,Remove,"SMITHSONIAN ENVIRONM RES CTR, POB 28, EDGEWATER, MD 21037 USA.","ZIMMERMAN, JK",560
9203,1,1991,bot,ES,"UNIV OKLAHOMA,DEPT BOT & MICROBIOL,NORMAN,OK 73019, USA.","COLLINS, SL",453
9204,1,1991,bio,ES,"UNIV JYVASKYLA,DEPT BIOL,SF-40100 JYVASKYLA,FINLAND.","SETALA, H",289
9206,1,1991,min,ES,"UNIV MINNESOTA,DEPT ECOL EVOLUT & BEHAV,318 CHURCH ST SE,MINNEAPOLIS,MN 55455, USA.","TILMAN, D",93
9207,1,1991,bio,ES,"UNIV SALAMANCA,FAC BIOL,DEPT ECOL,E-37008 SALAMANCA,SPAIN.","DELARCO, JM",561
9209,1,1991,ent,ES,"OCCIDENTAL COLL,DEPT BIOL,LOS ANGELES,CA 90041, USA.","KEELEY, JE",480
9212,1,1991,us forest serv,Remove,"US FOREST SERV,INTERMT RES STN,SHRUB SCI LAB,PROVO,UT 84606, USA.","MEYER, SE",562
9213,1,1991,bio,ES,"STANFORD UNIV,DEPT BIOL SCI,STANFORD,CA 94305, USA.","HUGHES, F",563
9214,1,1991,smithsonian,Remove,"SMITHSONIAN ENVIRONM RES CTR,POB 28,EDGEWATER,MD 21037, USA.","WELLER, DE",564
9215,1,1991,evol,ES,"HARVARD UNIV,DEPT ORGANISM & EVOLUT BIOL,16 DIVIN AVE,CAMBRIDGE,MA 02138, USA.","FAJER, ED",565
9217,1,1991,tree ring ,ES,"UNIV ARIZONA,TREE RING RES LAB,TUCSON,AZ 85721, USA.","GRAUMLICH, LJ",566
9219,1,1991,bio,ES,"UNIV MIAMI,DEPT BIOL,CORAL GABLES,FL 33124, USA.","HERBERT, TJ",567
9225,1,1991,bot,ES,"UNIV MASSACHUSETTS,DEPT BOT,AMHERST,MA 01003, USA.","ALPERT, P",568
9227,1,1991,evol,ES,"HARVARD UNIV,DEPT ORGANISM & EVOLUT BIOL,CAMBRIDGE,MA 02138, USA.","MCCONNAUGHAY, KDM",569
9229,1,1991,agr,ES,"KANSAS STATE UNIV AGR & APPL SCI,DIV BIOL,MANHATTAN,KS 66506, USA.","REICHMAN, OJ",56
9230,1,1991,eco,ES,"BROWN UNIV,GRAD PROGRAM ECOL & EVOLUT BIOL,PROVIDENCE,RI 02912, USA.","BERTNESS, MD",130
9231,1,1991,eco,ES,"BROWN UNIV,GRAD PROGRAM ECOL & EVOLUT BIOL,PROVIDENCE,RI 02912, USA.","BERTNESS, MD",130
9235,1,1991,bio,ES,"UNIV MISSOURI,DEPT BIOL,8001 NAT BRIDGE RD,ST LOUIS,MO 63121, USA.","LOISELLE, BA",570
9238,1,1991,geog,SS,"UNIV COLORADO,DEPT GEOG,BOULDER,CO 80309, USA.","VEBLEN, TT",571
9239,1,1991,bio,ES,"CORNELL UNIV,DIV BIOL SCI,ECOL & SYSTEMAT SECT,ITHACA,NY 14853, USA.","POWER, AG",221
9240,1,1991,marine,ES,"MARINE BIOL LAB,CTR ECOSYST,WOODS HOLE,MA 02543, USA.","NADELHOFFER, KJ",478
9250,1,1991,bot,ES,"NEW YORK BOT GARDEN,INST ECOSYST STUDIES,BOX AB,MILLBROOK,NY 12545, USA.","STRAYER, D",572
9251,1,1991,bio,ES,"UNIV S FLORIDA,DEPT BIOL,TAMPA,FL 33620, USA.","BELL, SS",573
9252,1,1991,marine,ES,"UNIV N CAROLINA,INST MARINE SCI,MOREHEAD CITY,NC 28557, USA.","DUFFY, JE",539
9254,1,1990,limn,ES,"UNIV WISCONSIN,CTR LIMNOL,MADISON,WI 53706, USA.","CARPENTER, SR",235
9255,1,1990,env,ES,"UNIV CALIF DAVIS,DIV ENVIRONM STUDIES,DAVIS,CA 95616, USA.","JASSBY, AD",574
9256,1,1990,forest,ES,"DUKE UNIV,DEPT FORESTRY & ENVIRONM STUDIES,DURHAM,NC 27706, USA.","RECKHOW, KH",575
9258,1,1990,eco,ES,"UNIV GEORGIA,INST ECOL,ATHENS,GA 30602, USA.","MUNN, NL",576
9261,1,1990,life,ES,"UNIV DELAWARE,SCH LIFE SCI,ECOL PROGRAM,NEWARK,DE 19716, USA.","HURD, LE",577
9263,1,1990,nat,ES,"UNIV MICHIGAN,SCH NAT RESOURCES,ANN ARBOR,MI 48109, USA.","PERFECTO, I",578
9264,1,1990,bio,ES,"NO ARIZONA UNIV,DEPT BIOL SCI,FLAGSTAFF,AZ 86011, USA.","MOPPER, S",579
9267,1,1990,evol,ES,"HARVARD UNIV,DEPT ORGANISM & EVOLUT BIOL,CAMBRIDGE,MA 02138, USA.","MIAO, SL",580
9269,1,1990,marine,ES,"N CAROLINA STATE UNIV, DEPT MARINE EARTH & ATMOSPHER SCI, RALEIGH, NC 27695 USA.","LEVIN, LA",581
9271,1,1990,bio,ES,"CORNELL UNIV,DIV BIOL SCI,ECOL & SYSTEMAT SECT,ITHACA,NY 14853, USA.","HAIRSTON, NG",196
9274,1,1990,zoo,ES,"UNIV BERGEN,MUSEUM ZOOL,DEPT ANIM ECOL,MUSEPLASS 3,N-5007 BERGEN,NORWAY.","HOBAEK, A",582
9276,1,1990,marine,ES,"UNIV CALIF SANTA BARBARA,INST MARINE SCI,SANTA BARBARA,CA 93106, USA.","REED, DC",583
9278,1,1990,bio,ES,"UNIV MICHIGAN,DEPT BIOL,ANN ARBOR,MI 48109, USA.","SKELLY, DK",506
9281,1,1990,zoo,ES,"UNIV UPPSALA,DEPT ZOOL,S-75122 UPPSALA,SWEDEN.","MOLLER, AP",541
9283,1,1990,bot,ES,"UNIV CALIF DAVIS,DEPT BOT,DAVIS,CA 95616, USA.","BOSSARD, CC",584
9286,1,1990,woods hole,ES,"WOODS HOLE OCEANOG INST,WOODS HOLE,MA 02543, USA.","SOLOW, AR",231
9287,1,1990,env,ES,"WESTINGHOUSE SAVANNAH RIVER CO,SAVANNAH RIVER LAB 773-42A,ENVIRONM SCI SECT,AIKEN,SC 29808, USA.","LOEHLE, C",321
9296,1,1990,bio,ES,"DARTMOUTH COLL, DEPT BIOL SCI, HANOVER, NH 03755 USA.","GILBERT, JJ",226
9300,1,1990,bio,ES,"UNIV N CAROLINA,DEPT BIOL,CHAPEL HILL,NC 27599, USA.","SMITH, CK",585
9303,1,1990,nat,ES,"NATL AUDUBON SOC,SCULLY SCI CTR,306 S BAY AVE,ISLIP,NY 11751, USA.","SAFINA, C",586
9306,1,1990,wild,ES,"TEXAS A&M UNIV SYST,DEPT WILDLIFE & FISHERIES SCI,COLLEGE STN,TX 77843, USA.","OWEN, JG",587
9307,1,1990,zoo,ES,"UNIV UPPSALA,DEPT ZOOL,ANIM ECOL SECT,BOX 561,S-75122 UPPSALA,SWEDEN.","EBENHARD, T",588
9309,1,1990,bio,ES,"UNIV YORK,DEPT BIOL,YORK YO1 5DD,N YORKSHIRE,ENGLAND.","LAW, R",239
9312,1,1990,swiss fed,Remove,"SWISS FED INST TECHNOL,INST PLANT SCI,DIV PHYTOMED,CLAUSIUSSTR 21,CH-8092 ZURICH,SWITZERLAND.","CASAS, J",589
9313,1,1990,bio,ES,"UNIV CALIF RIVERSIDE,DEPT BIOL,RIVERSIDE,CA 92521, USA.","NUNNEY, L",590
9314,1,1990,zoo,ES,"UNIV OXFORD,DEPT ZOOL,OXFORD OX1 3PS,ENGLAND.","KELLY, CK",591
9315,1,1990,ent,ES,"UNIV ILLINOIS,DEPT ENTOMOL,320 MORRILL HALL,505 S GOODWIN,URBANA,IL 61801, USA.","ZANGERL, AR",445
9316,1,1990,ent,ES,"UNIV ILLINOIS,DEPT ENTOMOL,320 MORRILL HALL,505 S GOODWIN AVE,URBANA,IL 61801, USA.","ZANGERL, AR",445
9317,1,1990,evol,ES,"HARVARD UNIV,DEPT ORGANISM & EVOLUTIONARY BIOL,CAMBRIDGE,MA 02138, USA.","MCCONNAUGHAY, KDM",569
9324,1,1990,agr,ES,"KANSAS STATE UNIV AGR & APPL SCI,DIV BIOL,MANHATTAN,KS 66506, USA.","TATE, CM",592
9325,1,1990,bio,ES,"SAN DIEGO STATE UNIV,DEPT BIOL,SYST ECOL RES GRP,SAN DIEGO,CA 92182, USA.","ALLEN, MF",593
9327,1,1990,nat,ES,"SIMON FRASER UNIV,NAT RESOURCE MANAGEMENT PROGRAM,BURNABY V5A 1S6,BC,CANADA.","PETERMAN, RM",594
9333,1,1990,zoo,ES,"UNIV OSLO,ZOOL MUSEUM,SARSGATE 1,N-0562 OSLO 5,NORWAY.","SLAGSVOLD, T",247
9334,1,1990,bio,ES,"INDIANA UNIV,DEPT BIOL,BLOOMINGTON,IN 47405, USA.","NOLAN, V",595
9335,1,1990,zoo,ES,"UNIV BRITISH COLUMBIA,DEPT ZOOL,ECOL GRP,VANCOUVER V6T 2A9,BC,CANADA.","HOCHACHKA, W",596
9336,1,1990,eco,ES,"CORNELL UNIV,ECOL & SYSTEMAT SECT,ITHACA,NY 14853, USA.","SARGENT, S",597
9338,1,1990,bio,ES,"MACQUARIE UNIV,SCH BIOL SCI,N RYDE,NSW 2113,AUSTRALIA.","WESTOBY, M",598
9339,1,1990,agr,ES,"UNIV CALIF DAVIS,DEPT AGRON & RANGE SCI,ECOL GRP,DAVIS,CA 95616, USA.","RICE, KJ",599
9343,1,1990,ent,ES,"UNIV KENTUCKY,DEPT FORESTRY,LEXINGTON,KY 40546, USA.","BOETTCHER, SE",600
9345,1,1990,csiro,Remove,"CSIRO,DIV ENTOMOL,TROP ECOSYST RES CTR,PMB 44,DARWIN,NT 0821,AUSTRALIA.","LONSDALE, WM",601
9347,1,1990,ent,ES,"UNIV CALIF DAVIS,DEPT ENTOMOL,DAVIS,CA 95616, USA.","ENGLISHLOEB, GM",602
9348,1,1990,bio,ES,"UNIV UTAH,DEPT BIOL,SALT LAKE CITY,UT 84112, USA.","AIDE, TM",440
9352,1,1990,ent,ES,"UNIV CALIF RIVERSIDE,DEPT ENTOMOL,RIVERSIDE,CA 92521, USA.","HARE, JD",526
9358,1,1990,ent,ES,"UNIV KENTUCKY,TH MORGAN SCH BIOL SCI,BEHAV & EVOLUT ECOL RES GRP,LEXINGTON,KY 40506, USA.","HUANG, CF",603
9361,1,1990,oceanog,ES,"UNIV CALIF SAN DIEGO,SCRIPPS INST OCEANOG,MARINE LIFE RES GRP,LA JOLLA,CA 92093, USA.","VENRICK, EL",604
9362,1,1990,bio,ES,"CALIF STATE UNIV LOS ANGELES,DEPT BIOL,LOS ANGELES,CA 90032, USA.","ROBLES, C",327
9363,1,1990,bio,ES,"SUNY BUFFALO,DEPT BIOL SCI,BUFFALO,NY 14260, USA.","LASKER, HR",605
9365,1,1990,bio,ES,"OAKLAND UNIV,DEPT BIOL SCI,ROCHESTER,MI 48309, USA.","BERVEN, KA",606
9366,1,1990,zoo,ES,"DUKE UNIV,DEPT ZOOL,DURHAM,NC 27706, USA.","FAUTH, JE",607
9367,1,1990,min,ES,"UNIV MINNESOTA,NAT RESOURCES RES INST,DULUTH,MN 55811, USA.","JOHNSTON, CA",608
9370,1,1990,bio,ES,"SAN DIEGO STATE UNIV,DEPT BIOL,SAN DIEGO,CA 92182, USA.","COX, GW",609
9372,1,1990,bio,ES,"UNIV LETHBRIDGE,DEPT BIOL SCI,LETHBRIDGE T1K 3M4,ALBERTA,CANADA.","MICHENER, GR",610
9374,1,1990,min,ES,"UNIV MINNESOTA,DEPT ECOL & BEHAV BIOL,318 CHURCH ST SE,MINNEAPOLIS,MN 55455, USA.","ABRAMS, PA",207
9375,1,1990,NoMatch,Unmatched,"MICHIGAN STATE UNIV, KELLOGG RES STN, E LANSING, MI 48824 USA.","EHLINGER, TJ",611
9376,1,1990,zoo,ES,"UNIV CALIF BERKELEY,DEPT ZOOL,BERKELEY,CA 94720, USA.","POWER, ME",465
9377,1,1990,marine,ES,"UNIV CALIF SANTA BARBARA,INST MARINE SCI,SANTA BARBARA,CA 93106, USA.","PRINGLE, CM",126
9380,1,1990,marine,ES,"DUKE UNIV,MARINE LAB,BEAUFORT,NC 28516, USA.","SUTHERLAND, JP",78
9383,1,1990,min,ES,"UNIV WYOMING,DEPT PLANT SOIL & INSECT SCI,LARAMIE,WY 82071, USA.","LOCKWOOD, JA",612
9391,1,1990,bot,ES,"IOWA STATE UNIV SCI & TECHNOL,DEPT BOT,AMES,IA 50011, USA.","PLEASANTS, JM",381
9393,1,1990,zoo,ES,"UNIV FLORIDA,DEPT ZOOL,GAINESVILLE,FL 32611, USA.","MURCIA, C",613
9394,1,1990,bio,ES,"UNIV CALGARY,DEPT BIOL SCI,CALGARY T2N 1N4,ALBERTA,CANADA.","HARDER, LD",614
9398,1,1990,forest,ES,"UNIV WASHINGTON,COLL FOREST RESOURCES,SEATTLE,WA 98195, USA.","BREITSPRECHER, A",615
9399,1,1990,smithsonian,Remove,"SMITHSONIAN TROP RES INST,APDO 2072,BALBOA,PANAMA.","WRIGHT, SJ",528
9403,1,1990,bio,ES,"W VIRGINIA UNIV,DEPT BIOL,POB 6057,MORGANTOWN,WV 26506, USA.","MCGRAW, JB",616
9404,1,1990,smithsonian,Remove,"SMITHSONIAN ENVIRONM RES CTR,POB 28,EDGEWATER,MD 21037, USA.","WELLER, DE",564
9406,1,1990,eco,ES,"LUND UNIV,DEPT ECOL,ECOL BLDG,S-22362 LUND,SWEDEN.","BRONMARK, C",355
9407,1,1990,bio,ES,"MIDDLEBURY COLL,DEPT BIOL,MIDDLEBURY,VT 05753, USA.","SHELDON, SP",617
9408,1,1990,us fish & wildlife,Remove,"US FISH & WILDLIFE SERV,PATUXENT WILDLIFE RES CTR,LAUREL,MD 20708, USA.","LINK, WA",129
9415,1,1990,geol survey,Remove,"US GEOL SURVEY,300 W CONGRESS ST,TUCSON,AZ 85701, USA.","TURNER, RM",618
9423,1,1990,bio,ES,"INDIANA UNIV,DEPT BIOL,BLOOMINGTON,IN 47405, USA.","CLAY, K",220
9432,1,1990,bio,ES,"TOHOKU UNIV,FAC SCI,INST BIOL,SENDAI,MIYAGI 980,JAPAN.","KURIHARA, Y",619
9436,1,1990,fish,ES,"FISHERIES & OCEANS CANADA,PACIFIC BIOL STN,BIOL SCI BRANCH,NANAIMO V9R 5K6,BC,CANADA.","HOLTBY, LB",620
